date,district,rainfall_mm,river_gauge_m,danger_gauge_m,gauge_exceed,population_density,road_accessibility_index,distance_to_coast_km,past_incident_30d,lat,lon,relief_kits_demand,rainfall_lag1,gauge_lag1,rainfall_lag3,gauge_lag3,rainfall_lag7,gauge_lag7,rainfall_lag14,gauge_lag14,rainfall_roll3,demand_roll3,rainfall_roll7,demand_roll7,rainfall_roll14,demand_roll14,rainfall_roll30,demand_roll30,gauge_trend_7,doy,sin_doy,cos_doy,is_monsoon,is_cyclone_season,district_cat
2024-03-18,Balasore,1.3,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,79,0.2,0.5,0.4,0.5,1.0,0.5,0.3,0.5,2.7,79.66666666666667,9.5,78.85714285714286,16.000000000000014,76.35714285714286,28.599999999999987,75.63333333333334,0.0,78,0.9738922359149924,0.22701082094141847,0,0,Balasore
2024-03-19,Balasore,0.6,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,75,1.3,0.5,1.2,0.54,3.1,0.5,0.4,0.5,2.0999999999999996,78.66666666666667,7.0,77.42857142857143,16.200000000000014,76.64285714285714,28.49999999999999,75.53333333333333,0.0,79,0.9776530844816641,0.2102247521189836,0,0,Balasore
2024-03-20,Balasore,2.8,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,76,0.6,0.5,0.2,0.5,2.6,0.5,0.4,0.5,4.699999999999999,76.66666666666667,7.199999999999999,77.28571428571429,18.600000000000016,77.14285714285714,30.299999999999983,75.63333333333334,0.0,80,0.981124629771712,0.19337647441020586,0,0,Balasore
2024-03-21,Balasore,0.4,0.57,5.8,0.0,601,0.62,15,0,21.5,86.93,63,2.8,0.5,1.3,0.5,0.7,0.5,3.1,0.5,3.7999999999999994,71.33333333333333,6.8999999999999995,75.85714285714286,15.900000000000015,76.21428571428571,29.799999999999986,75.53333333333333,0.06999999999999995,81,0.984305844499033,0.17647097349152166,0,0,Balasore
2024-03-22,Balasore,0.6,0.55,5.8,0.0,601,0.62,15,0,21.5,86.93,79,0.4,0.57,0.6,0.5,0.4,0.5,1.3,0.5,3.7999999999999994,72.66666666666667,7.1,76.0,15.200000000000015,76.42857142857143,28.899999999999984,75.7,0.050000000000000044,82,0.9871957872910085,0.15951325197263655,0,0,Balasore
2024-03-23,Balasore,0.2,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,78,0.6,0.55,2.8,0.5,1.2,0.54,0.2,0.5,1.1999999999999995,73.33333333333333,6.1,76.0,15.200000000000014,76.85714285714286,28.69999999999999,75.9,-0.040000000000000036,83,0.9897936029670716,0.14250832791617088,0,0,Balasore
2024-03-24,Balasore,2.0,0.55,5.8,0.0,601,0.62,15,0,21.5,86.93,85,0.2,0.5,0.4,0.57,0.2,0.5,0.1,0.5,2.7999999999999994,80.66666666666667,7.9,76.42857142857143,17.100000000000016,77.78571428571429,29.899999999999988,76.2,0.050000000000000044,84,0.992098522791769,0.12546123335273648,0,0,Balasore
2024-03-25,Balasore,0.3,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,65,2.0,0.55,0.6,0.55,1.3,0.5,1.0,0.5,2.499999999999999,76.0,6.9,74.42857142857143,16.400000000000013,76.64285714285714,29.499999999999986,76.03333333333333,0.0,85,0.9941098647022418,0.10837701279187609,0,0,Balasore
2024-03-26,Balasore,1.4,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,77,0.3,0.5,0.2,0.5,0.6,0.5,3.1,0.5,3.6999999999999993,75.66666666666667,7.7,74.71428571428571,14.700000000000015,76.07142857142857,30.399999999999988,76.4,0.0,86,0.9958270335100595,0.09126072172931188,0,0,Balasore
2024-03-27,Balasore,1.2,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,71,1.4,0.5,2.0,0.55,2.8,0.5,2.6,0.5,2.8999999999999995,71.0,6.1000000000000005,74.0,13.300000000000015,75.64285714285714,31.299999999999986,76.3,0.0,87,0.9972495210773451,0.07411742515094437,0,0,Balasore
2024-03-28,Balasore,0.7,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,73,1.2,0.5,0.3,0.5,0.4,0.57,0.7,0.5,3.3,73.66666666666667,6.4,75.42857142857143,13.300000000000013,75.64285714285714,31.399999999999984,75.83333333333333,-0.06999999999999995,88,0.998376906467142,0.056952196034039754,0,0,Balasore
2024-03-29,Balasore,4.3,0.53,5.8,0.0,601,0.62,15,0,21.5,86.93,72,0.7,0.5,1.4,0.5,0.6,0.55,0.4,0.5,6.199999999999999,72.0,10.100000000000001,74.42857142857143,17.200000000000014,75.21428571428571,34.79999999999998,75.5,-0.020000000000000018,89,0.9992088560679753,0.03977011384605572,0,0,Balasore
2024-03-30,Balasore,1.9,0.53,5.8,0.0,601,0.62,15,0,21.5,86.93,72,4.3,0.53,1.2,0.5,0.2,0.5,1.2,0.54,6.899999999999999,72.33333333333333,11.799999999999999,73.57142857142857,17.900000000000013,74.78571428571429,34.79999999999999,75.1,0.030000000000000027,90,0.9997451236925734,0.022576263041545485,0,0,Balasore
2024-03-31,Balasore,1.7,0.56,5.8,0.0,601,0.62,15,0,21.5,86.93,75,1.9,0.53,0.7,0.5,2.0,0.55,0.2,0.5,7.8999999999999995,73.0,11.5,72.14285714285714,19.400000000000016,74.28571428571429,34.79999999999998,75.13333333333334,0.010000000000000009,91,0.9999855506507186,0.005375731557583884,0,0,Balasore
2024-04-01,Balasore,0.2,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,74,1.7,0.56,4.3,0.53,0.3,0.5,1.3,0.5,3.799999999999999,73.66666666666667,11.4,73.42857142857143,18.300000000000015,73.92857142857143,34.79999999999999,75.33333333333333,0.0,92,0.9999300657962057,-0.011826390691832589,0,0,Balasore
2024-04-02,Balasore,0.5,0.51,5.8,0.0,601,0.62,15,0,21.5,86.93,77,0.2,0.5,1.9,0.53,1.4,0.5,0.6,0.5,2.399999999999999,75.33333333333333,10.5,73.42857142857143,18.200000000000014,74.07142857142857,35.09999999999999,75.36666666666666,0.010000000000000009,93,0.9995786855478958,-0.029025013321975237,0,0,Balasore
2024-04-03,Balasore,2.1,0.51,5.8,0.0,601,0.62,15,0,21.5,86.93,87,0.5,0.51,1.7,0.56,1.2,0.5,2.8,0.5,2.799999999999999,79.33333333333333,11.4,75.71428571428571,17.500000000000014,74.85714285714286,36.89999999999999,75.6,0.010000000000000009,94,0.9989315138848577,-0.046215046983708354,0,0,Balasore
2024-04-04,Balasore,0.7,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,73,2.1,0.51,0.2,0.5,0.7,0.5,0.4,0.57,3.299999999999999,79.0,11.4,75.71428571428571,17.800000000000015,75.57142857142857,37.19999999999998,75.66666666666667,0.0,95,0.9979887423155984,-0.06339140486951038,0,0,Balasore
2024-04-05,Balasore,1.5,0.53,5.8,0.0,601,0.62,15,0,21.5,86.93,73,0.7,0.5,0.5,0.51,4.3,0.53,0.6,0.55,4.299999999999999,77.66666666666667,8.600000000000001,75.85714285714286,18.700000000000014,75.14285714285714,38.29999999999998,75.8,0.0,96,0.9967506498213929,-0.08054900421874167,0,0,Balasore
2024-04-06,Balasore,1.6,0.52,5.8,0.0,601,0.62,15,0,21.5,86.93,78,1.5,0.53,2.1,0.51,1.9,0.53,0.2,0.5,3.799999999999999,74.66666666666667,8.3,76.71428571428571,20.100000000000016,75.14285714285714,36.79999999999998,75.86666666666666,-0.010000000000000009,97,0.9952176027737294,-0.09768276782171598,0,0,Balasore
2024-04-07,Balasore,1.9,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,78,1.6,0.52,0.7,0.5,1.7,0.56,2.0,0.55,4.999999999999999,76.33333333333333,8.500000000000002,77.14285714285714,20.000000000000014,74.64285714285714,37.399999999999984,75.93333333333334,-0.06000000000000005,98,0.9933900548258936,-0.11478762552212701,0,0,Balasore
2024-04-08,Balasore,4.1,0.59,5.8,0.0,601,0.62,15,0,21.5,86.93,75,1.9,0.5,1.5,0.53,0.2,0.5,0.3,0.5,7.599999999999999,77.0,12.399999999999999,77.28571428571429,23.80000000000001,75.35714285714286,41.29999999999998,76.03333333333333,0.08999999999999997,99,0.9912685467787256,-0.13185851571739118,0,0,Balasore
2024-04-09,Balasore,1.0,0.54,5.8,0.0,601,0.62,15,0,21.5,86.93,67,4.1,0.59,1.6,0.52,0.5,0.51,1.4,0.5,6.999999999999999,73.33333333333333,12.899999999999999,75.85714285714286,23.400000000000013,74.64285714285714,42.19999999999999,75.86666666666666,0.030000000000000027,100,0.9888537064205885,-0.1488903868564548,0,0,Balasore
2024-04-10,Balasore,0.5,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,86,1.0,0.54,1.9,0.5,2.1,0.51,1.2,0.5,5.599999999999999,76.0,11.3,75.71428571428571,22.70000000000001,75.71428571428571,41.69999999999999,76.03333333333333,-0.010000000000000009,101,0.986146248341595,-0.16587819893463143,0,0,Balasore
2024-04-11,Balasore,1.5,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,77,0.5,0.5,4.1,0.59,0.7,0.5,0.7,0.5,2.999999999999999,76.66666666666667,12.100000000000001,76.28571428571429,23.500000000000014,76.0,40.09999999999999,75.76666666666667,0.0,102,0.9831469737221499,-0.1828169249850199,0,0,Balasore
2024-04-12,Balasore,0.9,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,79,1.5,0.5,1.0,0.54,1.5,0.53,4.3,0.53,2.899999999999999,80.66666666666667,11.5,77.14285714285714,20.100000000000016,76.5,38.399999999999984,75.83333333333333,-0.030000000000000027,103,0.9798567700958665,-0.1997015525660636,0,0,Balasore
2024-04-13,Balasore,0.7,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,77,0.9,0.5,0.5,0.5,1.6,0.52,1.9,0.53,3.099999999999999,77.66666666666667,10.600000000000001,77.0,18.900000000000013,76.85714285714286,38.399999999999984,75.96666666666667,-0.020000000000000018,104,0.9762766110869321,-0.21652708524481437,0,0,Balasore
2024-04-14,Balasore,1.5,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,78,0.7,0.5,1.5,0.5,1.9,0.5,1.7,0.56,3.099999999999999,78.0,10.200000000000001,77.0,18.700000000000014,77.07142857142857,39.499999999999986,75.96666666666667,0.0,105,0.9724075561219968,-0.23328854407545518,0,0,Balasore
2024-04-15,Balasore,2.3,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,85,1.5,0.5,0.9,0.5,4.1,0.59,0.2,0.5,4.499999999999999,80.0,8.4,78.42857142857143,20.800000000000015,77.85714285714286,40.59999999999998,76.2,-0.08999999999999997,106,0.9682507501166718,-0.2499809690726521,0,0,Balasore
2024-04-16,Balasore,1.7,0.52,5.8,0.0,601,0.62,15,0,21.5,86.93,89,2.3,0.5,0.7,0.5,1.0,0.54,0.5,0.51,5.499999999999999,84.0,9.100000000000001,81.57142857142857,22.000000000000014,78.71428571428571,42.09999999999999,76.43333333333334,-0.020000000000000018,107,0.9638074231367307,-0.26659942067929354,0,0,Balasore
2024-04-17,Balasore,4.4,0.58,5.8,0.0,601,0.62,15,0,21.5,86.93,87,1.7,0.52,1.5,0.5,0.5,0.5,2.1,0.51,8.399999999999999,87.0,13.0,81.71428571428571,24.30000000000001,78.71428571428571,45.19999999999998,76.7,0.07999999999999996,108,0.9590788900341131,-0.28313898122818354,0,0,Balasore
2024-04-18,Balasore,0.5,0.58,5.8,0.0,601,0.62,15,0,21.5,86.93,74,4.4,0.58,2.3,0.5,1.5,0.5,0.7,0.5,6.6,83.33333333333333,12.0,81.28571428571429,24.100000000000016,78.78571428571429,45.09999999999999,76.66666666666667,0.07999999999999996,109,0.9540665500578387,-0.2995947563972602,0,0,Balasore
2024-04-19,Balasore,0.0,0.51,5.8,0.0,601,0.62,15,0,21.5,86.93,77,0.5,0.58,1.7,0.52,0.9,0.5,1.5,0.53,4.8999999999999995,79.33333333333333,11.100000000000001,81.0,22.600000000000016,79.07142857142857,42.29999999999998,76.7,0.010000000000000009,110,0.9487718864399473,-0.31596187665790293,0,0,Balasore
2024-04-20,Balasore,1.0,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,73,0.0,0.51,4.4,0.58,0.7,0.5,1.6,0.52,1.4999999999999991,74.66666666666667,11.400000000000002,80.42857142857143,22.000000000000014,78.71428571428571,42.899999999999984,77.03333333333333,0.0,111,0.9431964659565866,-0.33223549871590435,0,0,Balasore
2024-04-21,Balasore,1.3,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,68,1.0,0.5,0.5,0.58,1.5,0.5,1.9,0.5,2.299999999999999,72.66666666666667,11.200000000000001,79.0,21.400000000000013,78.0,43.59999999999998,76.66666666666667,0.0,112,0.9373419384643772,-0.3484108069446808,0,0,Balasore
2024-04-22,Balasore,2.5,0.53,5.8,0.0,601,0.62,15,0,21.5,86.93,82,1.3,0.5,0.0,0.51,2.3,0.5,4.1,0.59,4.799999999999999,74.33333333333333,11.4,78.57142857142857,19.80000000000001,78.5,45.899999999999984,76.8,0.030000000000000027,113,0.9312100364121947,-0.3644830148102912,0,0,Balasore
2024-04-23,Balasore,6.5,0.61,5.8,0.0,601,0.62,15,0,21.5,86.93,82,2.5,0.53,1.0,0.5,1.7,0.52,1.0,0.54,10.299999999999999,77.33333333333333,16.200000000000003,77.57142857142857,25.30000000000001,79.57142857142857,50.399999999999984,76.7,0.08999999999999997,114,0.9248025743285089,-0.38044736628785164,0,0,Balasore
2024-04-24,Balasore,0.3,0.53,5.8,0.0,601,0.62,15,0,21.5,86.93,68,6.5,0.61,1.3,0.5,4.4,0.58,0.5,0.5,9.299999999999999,77.33333333333333,12.100000000000001,74.85714285714286,25.100000000000012,78.28571428571429,50.399999999999984,76.8,-0.04999999999999993,115,0.9181214482844365,-0.39629913726891813,0,0,Balasore
2024-04-25,Balasore,5.0,0.59,5.8,0.0,601,0.62,15,0,21.5,86.93,76,0.3,0.53,2.5,0.53,0.5,0.58,1.5,0.5,11.799999999999999,75.33333333333333,16.6,75.14285714285714,28.600000000000016,78.21428571428571,53.999999999999986,76.76666666666667,0.010000000000000009,116,0.9111686353326631,-0.41203363695942635,0,0,Balasore
2024-04-26,Balasore,1.4,0.6,5.8,0.0,601,0.62,15,0,21.5,86.93,60,5.0,0.59,6.5,0.61,0.0,0.51,0.9,0.5,6.699999999999999,68.0,18.0,72.71428571428571,29.100000000000012,76.85714285714286,54.19999999999998,76.4,0.08999999999999997,117,0.9039461929224011,-0.42764620926777464,0,0,Balasore
2024-04-27,Balasore,0.8,0.61,5.8,0.0,601,0.62,15,0,21.5,86.93,66,1.4,0.6,0.3,0.53,1.0,0.5,0.7,0.5,7.199999999999999,67.33333333333333,17.8,71.71428571428571,29.200000000000014,76.07142857142857,54.29999999999998,76.16666666666667,0.10999999999999999,118,0.8964562582905575,-0.44313223418263453,0,0,Balasore
2024-04-28,Balasore,1.0,0.61,5.8,0.0,601,0.62,15,0,21.5,86.93,75,0.8,0.61,5.0,0.59,1.3,0.5,1.5,0.5,3.1999999999999993,67.0,17.5,72.71428571428571,28.700000000000014,75.85714285714286,50.999999999999986,76.26666666666667,0.10999999999999999,119,0.8887010478292915,-0.45848712914008766,0,0,Balasore
2024-04-29,Balasore,2.0,0.6,5.8,0.0,601,0.62,15,0,21.5,86.93,84,1.0,0.61,1.4,0.6,2.5,0.53,2.3,0.5,3.799999999999999,75.0,17.0,73.0,28.400000000000013,75.78571428571429,51.09999999999998,76.66666666666667,0.06999999999999995,120,0.8806828564301475,-0.47370635037968,0,0,Balasore
2024-04-30,Balasore,1.5,0.63,5.8,0.0,601,0.62,15,0,21.5,86.93,72,2.0,0.6,0.8,0.61,6.5,0.61,1.7,0.52,4.499999999999999,77.0,12.0,71.57142857142857,28.200000000000014,74.57142857142857,50.899999999999984,76.56666666666666,0.020000000000000018,121,0.8724040568049612,-0.48878539428899265,0,0,Balasore
2024-05-01,Balasore,0.7,0.62,5.8,0.0,601,0.62,15,0,21.5,86.93,69,1.5,0.63,1.0,0.61,0.3,0.53,4.4,0.58,4.199999999999999,75.0,12.4,71.71428571428571,24.50000000000001,73.28571428571429,51.399999999999984,76.4,0.08999999999999997,122,0.8638670987837349,-0.503719798736334,0,0,Balasore
2024-05-02,Balasore,0.6,0.53,5.8,0.0,601,0.62,15,0,21.5,86.93,73,0.7,0.62,2.0,0.6,5.0,0.59,0.5,0.58,2.7999999999999994,71.33333333333333,8.0,71.28571428571429,24.600000000000016,73.21428571428571,51.499999999999986,76.26666666666667,-0.05999999999999994,123,0.8550745085896932,-0.518505144391157,0,0,Balasore
2024-05-03,Balasore,3.6,0.55,5.8,0.0,601,0.62,15,0,21.5,86.93,80,0.6,0.53,1.5,0.63,1.4,0.6,0.0,0.51,4.8999999999999995,74.0,10.200000000000001,74.14285714285714,28.200000000000017,73.42857142857143,52.999999999999986,76.03333333333333,-0.04999999999999993,124,0.8460288880917339,-0.533137056031809,0,0,Balasore
2024-05-04,Balasore,2.3,0.51,5.8,0.0,601,0.62,15,0,21.5,86.93,77,3.6,0.55,0.7,0.62,0.8,0.61,1.0,0.5,6.499999999999999,76.66666666666667,11.700000000000001,75.71428571428571,29.500000000000014,73.71428571428571,54.59999999999999,76.16666666666667,-0.09999999999999998,125,0.8367329140344921,-0.5476112038402312,0,0,Balasore
2024-05-05,Balasore,2.2,0.5,5.8,0.0,601,0.62,15,0,21.5,86.93,84,2.3,0.51,0.6,0.53,1.0,0.61,1.3,0.5,8.1,80.33333333333333,12.900000000000002,77.0,30.400000000000016,74.85714285714286,55.29999999999999,76.53333333333333,-0.10999999999999999,126,0.8271893372462497,-0.5619233046832195,0,0,Balasore
2024-05-06,Balasore,12.5,0.73,5.8,0.0,601,0.62,15,0,21.5,86.93,101,2.2,0.5,3.6,0.55,2.0,0.6,2.5,0.53,17.0,87.33333333333333,23.400000000000002,79.42857142857143,40.40000000000001,76.21428571428571,66.19999999999999,77.3,0.13,127,0.8174009818249189,-0.5760691233798758,0,0,Balasore
2024-05-07,Balasore,2.8,0.75,5.8,0.0,601,0.62,15,0,21.5,86.93,76,12.5,0.73,2.3,0.51,1.5,0.63,6.5,0.61,17.5,87.0,24.700000000000003,80.0,36.70000000000002,75.78571428571429,67.09999999999998,77.23333333333333,0.12,128,0.8073707443023492,-0.5900444739548627,0,0,Balasore
2024-05-08,Balasore,1.9,0.73,5.8,0.0,601,0.62,15,0,21.5,86.93,76,2.8,0.75,2.2,0.5,0.7,0.62,0.3,0.53,17.2,84.33333333333333,25.900000000000002,81.0,38.30000000000001,76.35714285714286,64.89999999999999,77.26666666666667,0.10999999999999999,129,0.7971015927871943,-0.6038452208771035,0,0,Balasore
2024-05-09,Balasore,1.9,0.69,5.8,0.0,601,0.62,15,0,21.5,86.93,80,1.9,0.73,12.5,0.73,0.6,0.53,5.0,0.59,6.6,77.33333333333333,27.200000000000003,82.0,35.20000000000001,76.64285714285714,65.79999999999998,77.7,0.15999999999999992,130,0.7865965660866021,-0.6174672802835514,0,0,Balasore
2024-05-10,Balasore,4.0,0.74,5.8,0.0,601,0.62,15,0,21.5,86.93,101,1.9,0.69,2.8,0.75,3.6,0.55,1.4,0.6,7.8,85.66666666666667,27.6,85.0,37.80000000000001,79.57142857142857,69.29999999999998,78.2,0.18999999999999995,131,0.7758587728069828,-0.6309066211876704,0,0,Balasore
2024-05-11,Balasore,3.0,0.72,5.8,0.0,601,0.62,15,0,21.5,86.93,90,4.0,0.74,1.9,0.73,2.3,0.51,0.8,0.61,8.9,90.33333333333333,28.300000000000004,86.85714285714286,40.000000000000014,81.28571428571429,70.79999999999998,78.63333333333334,0.20999999999999996,132,0.7648913904341226,-0.6441592666722685,0,0,Balasore
2024-05-12,Balasore,2.5,0.69,5.8,0.0,601,0.62,15,0,21.5,86.93,79,3.0,0.72,1.9,0.69,2.2,0.5,1.0,0.61,9.5,90.0,28.6,86.14285714285714,41.500000000000014,81.57142857142857,72.39999999999998,78.63333333333334,0.18999999999999995,133,0.753697664392914,-0.6572212950663319,0,0,Balasore
2024-05-13,Balasore,2.2,0.66,5.8,0.0,601,0.62,15,0,21.5,86.93,74,2.5,0.69,4.0,0.74,12.5,0.73,2.0,0.6,7.7,81.0,18.3,82.28571428571429,41.70000000000002,80.85714285714286,73.89999999999999,78.53333333333333,-0.06999999999999995,134,0.742280907086982,-0.6700888411055113,0,0,Balasore
2024-05-14,Balasore,6.5,0.81,5.8,0.0,601,0.62,15,0,21.5,86.93,88,2.2,0.66,3.0,0.72,2.8,0.75,1.5,0.63,11.2,80.33333333333333,22.000000000000004,84.0,46.70000000000002,82.0,78.89999999999999,78.86666666666666,0.06000000000000005,135,0.7306444969184916,-0.6827580970759147,0,0,Balasore
2024-05-15,Balasore,2.3,0.79,5.8,0.0,601,0.62,15,0,21.5,86.93,73,6.5,0.81,2.5,0.69,1.9,0.73,0.7,0.62,11.0,78.33333333333333,22.4,83.57142857142857,48.30000000000001,82.28571428571429,78.89999999999998,78.46666666666667,0.06000000000000005,136,0.7187918772884232,-0.6952253139408722,0,0,Balasore
2024-05-16,Balasore,2.0,0.74,5.8,0.0,601,0.62,15,0,21.5,86.93,78,2.3,0.79,2.2,0.66,1.9,0.69,0.6,0.53,10.8,79.66666666666667,22.5,83.28571428571429,49.70000000000001,82.64285714285714,79.19999999999999,78.1,0.050000000000000044,137,0.7067265555776158,-0.7074868024503348,0,0,Balasore
2024-05-17,Balasore,2.1,0.66,5.8,0.0,601,0.62,15,0,21.5,86.93,79,2.0,0.74,6.5,0.81,4.0,0.74,3.6,0.55,6.4,76.66666666666667,20.6,80.14285714285714,48.20000000000002,82.57142857142857,76.89999999999999,77.83333333333333,-0.07999999999999996,138,0.6944521021088763,-0.719538934232584,0,0,Balasore
2024-05-18,Balasore,7.6,0.72,5.8,0.0,601,0.62,15,0,21.5,86.93,96,2.1,0.66,2.3,0.79,3.0,0.72,2.3,0.51,11.7,84.33333333333333,25.200000000000003,81.0,53.500000000000014,83.92857142857143,83.99999999999999,78.56666666666666,0.0,139,0.6819721490904629,-0.7313781428679254,0,0,Balasore
2024-05-19,Balasore,6.6,0.79,5.8,0.0,601,0.62,15,0,21.5,86.93,75,7.6,0.72,2.0,0.74,2.5,0.69,2.2,0.5,16.3,83.33333333333333,29.3,80.42857142857143,57.90000000000001,83.28571428571429,90.59999999999998,78.5,0.10000000000000009,140,0.6692903895412567,-0.7430009249440493,0,0,Balasore
2024-05-20,Balasore,3.8,0.82,5.8,0.0,601,0.62,15,0,21.5,86.93,76,6.6,0.79,2.1,0.66,2.2,0.66,12.5,0.73,18.0,82.33333333333333,30.900000000000002,80.71428571428571,49.20000000000002,81.5,93.39999999999998,78.6,0.15999999999999992,141,0.6564105761979381,-0.7544038410927472,0,0,Balasore
2024-05-21,Balasore,6.7,0.91,5.8,0.0,601,0.62,15,0,21.5,86.93,99,3.8,0.82,7.6,0.72,6.5,0.81,2.8,0.75,17.1,83.33333333333333,31.1,82.28571428571429,53.10000000000001,83.14285714285714,98.79999999999998,79.63333333333334,0.09999999999999998,142,0.6433365204044917,-0.765583517007675,0,0,Balasore
2024-05-22,Balasore,8.5,1.02,5.8,0.0,601,0.62,15,0,21.5,86.93,85,6.7,0.91,6.6,0.79,2.3,0.79,1.9,0.73,19.0,86.66666666666667,37.3,84.0,59.70000000000001,83.78571428571429,104.79999999999998,79.73333333333333,0.22999999999999998,143,0.6300720909843687,-0.7765366444428655,0,0,Balasore
2024-05-23,Balasore,6.0,1.11,5.8,0.0,601,0.62,15,0,21.5,86.93,82,8.5,1.02,3.8,0.82,2.0,0.74,1.9,0.69,21.200000000000003,88.66666666666667,41.3,84.57142857142857,63.80000000000001,83.92857142857143,104.29999999999998,79.73333333333333,0.3700000000000001,144,0.6166212130956382,-0.7872599821916922,0,0,Balasore
2024-05-24,Balasore,6.1,1.2,5.8,0.0,601,0.62,15,0,21.5,86.93,85,6.0,1.11,6.7,0.91,2.1,0.66,4.0,0.74,20.6,84.0,45.3,85.42857142857143,65.9,82.78571428571429,110.1,80.3,0.5399999999999999,145,0.6029878670694714,-0.7977503570459932,0,0,Balasore
2024-05-25,Balasore,2.3,1.12,5.8,0.0,601,0.62,15,0,21.5,86.93,86,6.1,1.2,8.5,1.02,7.6,0.72,3.0,0.72,14.400000000000002,84.33333333333333,40.00000000000001,84.0,65.20000000000002,82.5,107.39999999999999,80.63333333333334,0.40000000000000013,146,0.5891760872322963,-0.8080046647350754,0,0,Balasore
2024-05-26,Balasore,10.8,1.18,5.8,0.0,601,0.62,15,0,21.5,86.93,105,2.3,1.12,6.0,1.11,6.6,0.79,2.5,0.69,19.200000000000003,92.0,44.2,88.28571428571429,73.50000000000001,84.35714285714286,116.79999999999998,82.13333333333334,0.3899999999999999,147,0.5751899607119775,-0.8180198708443175,0,0,Balasore
2024-05-27,Balasore,12.2,1.28,5.8,0.0,601,0.62,15,0,21.5,86.93,101,10.8,1.18,6.1,1.2,3.8,0.82,2.2,0.66,25.300000000000004,97.33333333333333,52.599999999999994,91.85714285714286,83.50000000000001,86.28571428571429,128.2,83.3,0.4600000000000001,148,0.5610336262283677,-0.8277930117131022,0,0,Balasore
2024-05-28,Balasore,5.3,1.31,5.8,0.0,601,0.62,15,0,21.5,86.93,82,12.2,1.28,2.3,1.12,6.7,0.91,6.5,0.81,28.3,96.0,51.2,89.42857142857143,82.30000000000001,85.85714285714286,132.49999999999997,83.53333333333333,0.4,149,0.5467112728685939,-0.8373211953118121,0,0,Balasore
2024-05-29,Balasore,0.7,1.21,5.8,0.0,601,0.62,15,0,21.5,86.93,69,5.3,1.31,10.8,1.18,8.5,1.02,2.3,0.79,18.2,84.0,43.4,87.14285714285714,80.70000000000002,85.57142857142857,131.2,83.03333333333333,0.18999999999999995,150,0.5322271388474397,-0.8466016020976267,0,0,Balasore
2024-05-30,Balasore,14.5,1.34,5.8,0.0,601,0.62,15,0,21.5,86.93,98,0.7,1.21,12.2,1.28,6.0,1.11,2.0,0.74,20.5,83.0,51.900000000000006,89.42857142857143,93.20000000000002,87.0,144.2,83.9,0.22999999999999998,151,0.5175855102531889,-0.8556314858488706,0,0,Balasore
2024-05-31,Balasore,8.2,1.38,5.8,0.0,601,0.62,15,0,21.5,86.93,87,14.5,1.34,5.3,1.31,6.1,1.2,2.1,0.66,23.4,84.66666666666667,54.0,89.71428571428571,99.30000000000001,87.57142857142857,151.7,84.5,0.17999999999999994,152,0.5027907197793043,-0.8644081744776648,0,0,Balasore
2024-06-01,Balasore,20.9,1.68,5.8,0.0,601,0.62,15,0,21.5,86.93,143,8.2,1.38,0.7,1.21,2.3,1.12,7.6,0.72,43.599999999999994,109.33333333333333,72.6,97.85714285714286,112.60000000000001,90.92857142857143,171.99999999999997,86.83333333333333,0.5599999999999998,153,0.4878471454423119,-0.8729290708206411,1,0,Balasore
2024-06-02,Balasore,43.0,2.4,5.8,0.0,601,0.62,15,0,21.5,86.93,204,20.9,1.68,14.5,1.34,10.8,1.18,6.6,0.79,72.1,144.66666666666666,104.8,112.0,149.0,100.14285714285714,211.39999999999998,90.96666666666667,1.22,154,0.47275920928627757,-0.881191653407483,1,0,Balasore
2024-06-03,Balasore,6.9,2.33,5.8,0.0,601,0.62,15,0,21.5,86.93,87,43.0,2.4,8.2,1.38,12.2,1.28,3.8,0.82,70.8,144.66666666666666,99.5,110.0,152.1,100.92857142857143,216.0,91.3,1.05,155,0.4575313760742512,-0.8891934772070711,1,0,Balasore
2024-06-04,Balasore,5.1,2.27,5.8,0.0,601,0.62,15,0,21.5,86.93,81,6.9,2.33,20.9,1.68,5.3,1.31,6.7,0.91,55.0,124.0,99.3,109.85714285714286,150.5,99.64285714285714,218.89999999999998,91.2,0.96,156,0.44216815196707204,-0.8969321743510065,1,0,Balasore
