date,district,rainfall_mm,river_gauge_m,danger_gauge_m,gauge_exceed,population_density,road_accessibility_index,distance_to_coast_km,past_incident_30d,lat,lon,relief_kits_demand
2024-01-19,Puri,0.3,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,65
2024-01-20,Puri,0.3,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,70
2024-01-21,Puri,2.9,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,72
2024-01-22,Puri,1.0,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,59
2024-01-23,Puri,0.5,0.51,5.5,0.0,488,0.55,5,0,19.8,85.83,57
2024-01-24,Puri,1.1,0.52,5.5,0.0,488,0.55,5,0,19.8,85.83,65
2024-01-25,Puri,1.8,0.55,5.5,0.0,488,0.55,5,0,19.8,85.83,63
2024-01-26,Puri,0.7,0.57,5.5,0.0,488,0.55,5,0,19.8,85.83,54
2024-01-27,Puri,0.8,0.53,5.5,0.0,488,0.55,5,0,19.8,85.83,74
2024-01-28,Puri,0.6,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,62
2024-01-29,Puri,0.6,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,67
2024-01-30,Puri,0.9,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,60
2024-01-31,Puri,0.7,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,61
2024-02-01,Puri,1.0,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,63
2024-02-02,Puri,0.3,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,59
2024-02-03,Puri,1.6,0.52,5.5,0.0,488,0.55,5,0,19.8,85.83,59
2024-02-04,Puri,0.2,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,71
2024-02-05,Puri,2.6,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,67
2024-02-06,Puri,0.4,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,53
2024-02-07,Puri,0.2,0.53,5.5,0.0,488,0.55,5,0,19.8,85.83,61
2024-02-08,Puri,0.7,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,54
2024-02-09,Puri,0.2,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,56
2024-02-10,Puri,3.6,0.56,5.5,0.0,488,0.55,5,0,19.8,85.83,68
2024-02-11,Puri,1.0,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,65
2024-02-12,Puri,0.6,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,49
2024-02-13,Puri,0.9,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,70
2024-02-14,Puri,2.8,0.53,5.5,0.0,488,0.55,5,0,19.8,85.83,62
2024-02-15,Puri,0.5,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,60
2024-02-16,Puri,0.8,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,69
2024-02-17,Puri,1.2,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,71
2024-02-18,Puri,1.0,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,59
2024-02-19,Puri,0.4,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,66
2024-02-20,Puri,3.2,0.54,5.5,0.0,488,0.55,5,0,19.8,85.83,68
2024-02-21,Puri,0.7,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,74
2024-02-22,Puri,0.8,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,58
2024-02-23,Puri,2.1,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,73
2024-02-24,Puri,0.2,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,57
2024-02-25,Puri,2.1,0.53,5.5,0.0,488,0.55,5,0,19.8,85.83,59
2024-02-26,Puri,0.7,0.52,5.5,0.0,488,0.55,5,0,19.8,85.83,60
2024-02-27,Puri,1.1,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,54
2024-02-28,Puri,0.6,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,57
2024-02-29,Puri,1.6,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,62
2024-03-01,Puri,1.0,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,61
2024-03-02,Puri,0.9,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,66
2024-03-03,Puri,1.3,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,67
2024-03-04,Puri,0.9,0.51,5.5,0.0,488,0.55,5,0,19.8,85.83,62
2024-03-05,Puri,2.0,0.57,5.5,0.0,488,0.55,5,0,19.8,85.83,55
2024-03-06,Puri,5.3,0.71,5.5,0.0,488,0.55,5,0,19.8,85.83,59
2024-03-07,Puri,0.8,0.67,5.5,0.0,488,0.55,5,0,19.8,85.83,59
2024-03-08,Puri,4.3,0.74,5.5,0.0,488,0.55,5,0,19.8,85.83,64
2024-03-09,Puri,0.4,0.66,5.5,0.0,488,0.55,5,0,19.8,85.83,58
2024-03-10,Puri,0.0,0.62,5.5,0.0,488,0.55,5,0,19.8,85.83,68
2024-03-11,Puri,2.9,0.61,5.5,0.0,488,0.55,5,0,19.8,85.83,63
2024-03-12,Puri,0.4,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,56
2024-03-13,Puri,1.6,0.52,5.5,0.0,488,0.55,5,0,19.8,85.83,63
2024-03-14,Puri,1.1,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,60
2024-03-15,Puri,0.7,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,64
2024-03-16,Puri,1.5,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,64
2024-03-17,Puri,0.0,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,69
2024-03-18,Puri,2.2,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,63
2024-03-19,Puri,0.1,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,69
2024-03-20,Puri,0.2,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,64
2024-03-21,Puri,0.1,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,63
2024-03-22,Puri,1.9,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,54
2024-03-23,Puri,1.2,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,52
2024-03-24,Puri,0.3,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,53
2024-03-25,Puri,0.8,0.51,5.5,0.0,488,0.55,5,0,19.8,85.83,63
2024-03-26,Puri,0.5,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,65
2024-03-27,Puri,0.6,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,64
2024-03-28,Puri,3.9,0.52,5.5,0.0,488,0.55,5,0,19.8,85.83,68
2024-03-29,Puri,1.3,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,67
2024-03-30,Puri,0.2,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,66
2024-03-31,Puri,1.1,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,61
2024-04-01,Puri,0.6,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,64
2024-04-02,Puri,0.1,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,62
2024-04-03,Puri,2.4,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,69
2024-04-04,Puri,2.5,0.54,5.5,0.0,488,0.55,5,0,19.8,85.83,67
2024-04-05,Puri,2.8,0.6,5.5,0.0,488,0.55,5,0,19.8,85.83,67
2024-04-06,Puri,1.6,0.63,5.5,0.0,488,0.55,5,0,19.8,85.83,60
2024-04-07,Puri,2.4,0.58,5.5,0.0,488,0.55,5,0,19.8,85.83,66
2024-04-08,Puri,1.5,0.63,5.5,0.0,488,0.55,5,0,19.8,85.83,61
2024-04-09,Puri,0.0,0.58,5.5,0.0,488,0.55,5,0,19.8,85.83,55
2024-04-10,Puri,0.2,0.51,5.5,0.0,488,0.55,5,0,19.8,85.83,62
2024-04-11,Puri,0.6,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,56
2024-04-12,Puri,0.7,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,61
2024-04-13,Puri,5.7,0.6,5.5,0.0,488,0.55,5,0,19.8,85.83,70
2024-04-14,Puri,1.4,0.57,5.5,0.0,488,0.55,5,0,19.8,85.83,60
2024-04-15,Puri,1.9,0.51,5.5,0.0,488,0.55,5,0,19.8,85.83,71
2024-04-16,Puri,0.7,0.5,5.5,0.0,488,0.55,5,0,19.8,85.83,69
2024-04-17,Puri,1.5,0.52,5.5,0.0,488,0.55,5,0,19.8,85.83,62
2024-04-18,Puri,3.2,0.55,5.5,0.0,488,0.55,5,0,19.8,85.83,72
2024-04-19,Puri,0.9,0.51,5.5,0.0,488,0.55,5,0,19.8,85.83,54
2024-04-20,Puri,4.1,0.56,5.5,0.0,488,0.55,5,0,19.8,85.83,62
2024-04-21,Puri,0.5,0.56,5.5,0.0,488,0.55,5,0,19.8,85.83,61
2024-04-22,Puri,2.2,0.55,5.5,0.0,488,0.55,5,0,19.8,85.83,59
2024-04-23,Puri,3.4,0.59,5.5,0.0,488,0.55,5,0,19.8,85.83,69
2024-04-24,Puri,5.4,0.69,5.5,0.0,488,0.55,5,0,19.8,85.83,73
2024-04-25,Puri,0.9,0.65,5.5,0.0,488,0.55,5,0,19.8,85.83,61
2024-04-26,Puri,1.2,0.68,5.5,0.0,488,0.55,5,0,19.8,85.83,74
2024-04-27,Puri,3.9,0.7,5.5,0.0,488,0.55,5,0,19.8,85.83,70
2024-04-28,Puri,0.8,0.66,5.5,0.0,488,0.55,5,0,19.8,85.83,64
2024-04-29,Puri,1.4,0.61,5.5,0.0,488,0.55,5,0,19.8,85.83,65
2024-04-30,Puri,4.9,0.65,5.5,0.0,488,0.55,5,0,19.8,85.83,65
2024-05-01,Puri,2.4,0.64,5.5,0.0,488,0.55,5,0,19.8,85.83,75
2024-05-02,Puri,5.5,0.73,5.5,0.0,488,0.55,5,0,19.8,85.83,64
2024-05-03,Puri,3.9,0.76,5.5,0.0,488,0.55,5,0,19.8,85.83,70
2024-05-04,Puri,0.2,0.69,5.5,0.0,488,0.55,5,0,19.8,85.83,64
2024-05-05,Puri,7.3,0.79,5.5,0.0,488,0.55,5,0,19.8,85.83,81
2024-05-06,Puri,1.8,0.75,5.5,0.0,488,0.55,5,0,19.8,85.83,62
2024-05-07,Puri,1.5,0.72,5.5,0.0,488,0.55,5,0,19.8,85.83,67
2024-05-08,Puri,1.4,0.72,5.5,0.0,488,0.55,5,0,19.8,85.83,58
2024-05-09,Puri,0.2,0.69,5.5,0.0,488,0.55,5,0,19.8,85.83,68
2024-05-10,Puri,10.5,0.82,5.5,0.0,488,0.55,5,0,19.8,85.83,81
2024-05-11,Puri,5.9,0.88,5.5,0.0,488,0.55,5,0,19.8,85.83,70
2024-05-12,Puri,1.2,0.8,5.5,0.0,488,0.55,5,0,19.8,85.83,59
2024-05-13,Puri,5.6,0.9,5.5,0.0,488,0.55,5,0,19.8,85.83,74
2024-05-14,Puri,11.0,1.07,5.5,0.0,488,0.55,5,0,19.8,85.83,73
2024-05-15,Puri,5.9,1.11,5.5,0.0,488,0.55,5,0,19.8,85.83,78
2024-05-16,Puri,3.6,1.11,5.5,0.0,488,0.55,5,0,19.8,85.83,64
2024-05-17,Puri,1.5,1.07,5.5,0.0,488,0.55,5,0,19.8,85.83,70
2024-05-18,Puri,4.2,1.07,5.5,0.0,488,0.55,5,0,19.8,85.83,62
2024-05-19,Puri,17.6,1.3,5.5,0.0,488,0.55,5,0,19.8,85.83,99
2024-05-20,Puri,8.9,1.42,5.5,0.0,488,0.55,5,0,19.8,85.83,82
2024-05-21,Puri,8.2,1.48,5.5,0.0,488,0.55,5,0,19.8,85.83,82
2024-05-22,Puri,4.8,1.48,5.5,0.0,488,0.55,5,0,19.8,85.83,67
2024-05-23,Puri,8.5,1.52,5.5,0.0,488,0.55,5,0,19.8,85.83,70
2024-05-24,Puri,5.1,1.52,5.5,0.0,488,0.55,5,0,19.8,85.83,68
2024-05-25,Puri,1.7,1.41,5.5,0.0,488,0.55,5,0,19.8,85.83,69
2024-05-26,Puri,19.1,1.67,5.5,0.0,488,0.55,5,0,19.8,85.83,118
2024-05-27,Puri,1.2,1.58,5.5,0.0,488,0.55,5,0,19.8,85.83,54
2024-05-28,Puri,20.4,1.82,5.5,0.0,488,0.55,5,0,19.8,85.83,98
2024-05-29,Puri,16.7,2.05,5.5,0.0,488,0.55,5,0,19.8,85.83,82
2024-05-30,Puri,16.5,2.22,5.5,0.0,488,0.55,5,0,19.8,85.83,91
2024-05-31,Puri,18.7,2.45,5.5,0.0,488,0.55,5,0,19.8,85.83,95
2024-06-01,Puri,1.6,2.31,5.5,0.0,488,0.55,5,0,19.8,85.83,57
2024-06-02,Puri,8.5,2.3,5.5,0.0,488,0.55,5,0,19.8,85.83,88
2024-06-03,Puri,0.4,2.06,5.5,0.0,488,0.55,5,0,19.8,85.83,66
2024-06-04,Puri,9.1,2.08,5.5,0.0,488,0.55,5,0,19.8,85.83,81
2024-06-05,Puri,7.1,2.05,5.5,0.0,488,0.55,5,0,19.8,85.83,74
2024-06-06,Puri,2.4,1.96,5.5,0.0,488,0.55,5,0,19.8,85.83,70
2024-06-07,Puri,30.6,2.37,5.5,0.0,488,0.55,5,0,19.8,85.83,116
2024-06-08,Puri,17.6,2.49,5.5,0.0,488,0.55,5,0,19.8,85.83,100
2024-06-09,Puri,7.0,2.45,5.5,0.0,488,0.55,5,0,19.8,85.83,71
2024-06-10,Puri,4.1,2.31,5.5,0.0,488,0.55,5,0,19.8,85.83,81
2024-06-11,Puri,9.9,2.35,5.5,0.0,488,0.55,5,0,19.8,85.83,72
2024-06-12,Puri,5.5,2.24,5.5,0.0,488,0.55,5,0,19.8,85.83,70
2024-06-13,Puri,6.1,2.22,5.5,0.0,488,0.55,5,0,19.8,85.83,65
2024-06-14,Puri,10.9,2.27,5.5,0.0,488,0.55,5,0,19.8,85.83,88
2024-06-15,Puri,7.4,2.23,5.5,0.0,488,0.55,5,0,19.8,85.83,80
2024-06-16,Puri,22.3,2.5,5.5,0.0,488,0.55,5,0,19.8,85.83,102
2024-06-17,Puri,49.9,3.28,5.5,0.0,488,0.55,5,0,19.8,85.83,151
2024-06-18,Puri,38.5,3.75,5.5,0.0,488,0.55,5,0,19.8,85.83,138
2024-06-19,Puri,13.9,3.73,5.5,0.0,488,0.55,5,0,19.8,85.83,85
2024-06-20,Puri,40.5,4.23,5.5,0.0,488,0.55,5,0,19.8,85.83,148
2024-06-21,Puri,52.9,4.91,5.5,0.0,488,0.55,5,0,19.8,85.83,196
2024-06-22,Puri,5.1,4.59,5.5,0.0,488,0.55,5,0,19.8,85.83,74
2024-06-23,Puri,13.3,4.49,5.5,0.0,488,0.55,5,0,19.8,85.83,94
2024-06-24,Puri,34.0,4.77,5.5,0.0,488,0.55,5,0,19.8,85.83,133
2024-06-25,Puri,80.2,6.04,5.5,0.54,488,0.55,5,1,19.8,85.83,499
2024-06-26,Puri,6.7,5.71,5.5,0.20999999999999996,488,0.55,5,2,19.8,85.83,118
2024-06-27,Puri,7.0,5.42,5.5,0.0,488,0.55,5,2,19.8,85.83,103
2024-06-28,Puri,2.1,5.04,5.5,0.0,488,0.55,5,2,19.8,85.83,91
2024-06-29,Puri,9.1,4.78,5.5,0.0,488,0.55,5,2,19.8,85.83,103
2024-06-30,Puri,13.6,4.67,5.5,0.0,488,0.55,5,2,19.8,85.83,118
2024-07-01,Puri,17.7,4.7,5.5,0.0,488,0.55,5,2,19.8,85.83,121
2024-07-02,Puri,9.5,4.51,5.5,0.0,488,0.55,5,2,19.8,85.83,104
2024-07-03,Puri,2.0,4.2,5.5,0.0,488,0.55,5,2,19.8,85.83,93
2024-07-04,Puri,13.2,4.1,5.5,0.0,488,0.55,5,2,19.8,85.83,125
2024-07-05,Puri,17.6,4.09,5.5,0.0,488,0.55,5,2,19.8,85.83,134
2024-07-06,Puri,84.1,5.44,5.5,0.0,488,0.55,5,2,19.8,85.83,336
2024-07-07,Puri,3.1,5.08,5.5,0.0,488,0.55,5,2,19.8,85.83,86
2024-07-08,Puri,2.8,4.76,5.5,0.0,488,0.55,5,2,19.8,85.83,92
2024-07-09,Puri,2.6,4.45,5.5,0.0,488,0.55,5,2,19.8,85.83,84
2024-07-10,Puri,41.3,4.97,5.5,0.0,488,0.55,5,2,19.8,85.83,168
2024-07-11,Puri,6.0,4.72,5.5,0.0,488,0.55,5,2,19.8,85.83,108
2024-07-12,Puri,45.0,5.22,5.5,0.0,488,0.55,5,2,19.8,85.83,200
2024-07-13,Puri,1.3,4.79,5.5,0.0,488,0.55,5,2,19.8,85.83,88
2024-07-14,Puri,32.2,5.06,5.5,0.0,488,0.55,5,2,19.8,85.83,163
2024-07-15,Puri,9.3,4.85,5.5,0.0,488,0.55,5,2,19.8,85.83,81
2024-07-16,Puri,51.2,5.46,5.5,0.0,488,0.55,5,2,19.8,85.83,220
2024-07-17,Puri,14.4,5.33,5.5,0.0,488,0.55,5,2,19.8,85.83,101
2024-07-18,Puri,26.7,5.46,5.5,0.0,488,0.55,5,2,19.8,85.83,162
2024-07-19,Puri,9.6,5.23,5.5,0.0,488,0.55,5,2,19.8,85.83,103
2024-07-20,Puri,18.8,5.16,5.5,0.0,488,0.55,5,2,19.8,85.83,143
2024-07-21,Puri,17.1,5.08,5.5,0.0,488,0.55,5,2,19.8,85.83,128
2024-07-22,Puri,0.3,4.74,5.5,0.0,488,0.55,5,2,19.8,85.83,72
2024-07-23,Puri,16.9,4.76,5.5,0.0,488,0.55,5,2,19.8,85.83,132
2024-07-24,Puri,24.4,4.84,5.5,0.0,488,0.55,5,2,19.8,85.83,128
2024-07-25,Puri,3.7,4.54,5.5,0.0,488,0.55,5,1,19.8,85.83,76
2024-07-26,Puri,19.6,4.55,5.5,0.0,488,0.55,5,0,19.8,85.83,87
2024-07-27,Puri,18.3,4.55,5.5,0.0,488,0.55,5,0,19.8,85.83,102
2024-07-28,Puri,3.6,4.29,5.5,0.0,488,0.55,5,0,19.8,85.83,69
2024-07-29,Puri,11.8,4.18,5.5,0.0,488,0.55,5,0,19.8,85.83,86
2024-07-30,Puri,9.7,4.02,5.5,0.0,488,0.55,5,0,19.8,85.83,75
2024-07-31,Puri,20.8,4.1,5.5,0.0,488,0.55,5,0,19.8,85.83,116
2024-08-01,Puri,30.4,4.4,5.5,0.0,488,0.55,5,0,19.8,85.83,134
2024-08-02,Puri,22.2,4.46,5.5,0.0,488,0.55,5,0,19.8,85.83,110
2024-08-03,Puri,19.3,4.52,5.5,0.0,488,0.55,5,0,19.8,85.83,97
2024-08-04,Puri,31.3,4.8,5.5,0.0,488,0.55,5,0,19.8,85.83,124
2024-08-05,Puri,14.8,4.71,5.5,0.0,488,0.55,5,0,19.8,85.83,92
2024-08-06,Puri,42.0,5.19,5.5,0.0,488,0.55,5,0,19.8,85.83,137
2024-08-07,Puri,19.0,5.23,5.5,0.0,488,0.55,5,0,19.8,85.83,108
2024-08-08,Puri,9.8,4.95,5.5,0.0,488,0.55,5,0,19.8,85.83,89
2024-08-09,Puri,11.3,4.77,5.5,0.0,488,0.55,5,0,19.8,85.83,96
2024-08-10,Puri,17.6,4.76,5.5,0.0,488,0.55,5,0,19.8,85.83,95
2024-08-11,Puri,0.4,4.4,5.5,0.0,488,0.55,5,0,19.8,85.83,67
2024-08-12,Puri,12.2,4.29,5.5,0.0,488,0.55,5,0,19.8,85.83,96
2024-08-13,Puri,1.0,4.01,5.5,0.0,488,0.55,5,0,19.8,85.83,59
2024-08-14,Puri,7.6,3.86,5.5,0.0,488,0.55,5,0,19.8,85.83,70
2024-08-15,Puri,4.4,3.65,5.5,0.0,488,0.55,5,0,19.8,85.83,75
2024-08-16,Puri,9.0,3.55,5.5,0.0,488,0.55,5,0,19.8,85.83,76
2024-08-17,Puri,8.5,3.41,5.5,0.0,488,0.55,5,0,19.8,85.83,73
2024-08-18,Puri,11.2,3.36,5.5,0.0,488,0.55,5,0,19.8,85.83,89
2024-08-19,Puri,14.3,3.41,5.5,0.0,488,0.55,5,0,19.8,85.83,81
2024-08-20,Puri,24.5,3.59,5.5,0.0,488,0.55,5,0,19.8,85.83,108
2024-08-21,Puri,18.8,3.7,5.5,0.0,488,0.55,5,0,19.8,85.83,85
2024-08-22,Puri,6.0,3.5,5.5,0.0,488,0.55,5,0,19.8,85.83,68
2024-08-23,Puri,3.6,3.29,5.5,0.0,488,0.55,5,0,19.8,85.83,64
2024-08-24,Puri,18.9,3.4,5.5,0.0,488,0.55,5,0,19.8,85.83,94
2024-08-25,Puri,0.1,3.12,5.5,0.0,488,0.55,5,0,19.8,85.83,58
2024-08-26,Puri,4.7,2.98,5.5,0.0,488,0.55,5,0,19.8,85.83,58
2024-08-27,Puri,15.2,3.05,5.5,0.0,488,0.55,5,0,19.8,85.83,85
2024-08-28,Puri,19.8,3.23,5.5,0.0,488,0.55,5,0,19.8,85.83,113
2024-08-29,Puri,4.9,3.04,5.5,0.0,488,0.55,5,0,19.8,85.83,72
2024-08-30,Puri,7.6,2.9,5.5,0.0,488,0.55,5,0,19.8,85.83,73
2024-08-31,Puri,9.4,2.84,5.5,0.0,488,0.55,5,0,19.8,85.83,76
2024-09-01,Puri,72.3,4.1,5.5,0.0,488,0.55,5,0,19.8,85.83,229
2024-09-02,Puri,3.6,3.81,5.5,0.0,488,0.55,5,0,19.8,85.83,68
2024-09-03,Puri,3.2,3.6,5.5,0.0,488,0.55,5,0,19.8,85.83,61
2024-09-04,Puri,17.8,3.71,5.5,0.0,488,0.55,5,0,19.8,85.83,94
2024-09-05,Puri,2.3,3.47,5.5,0.0,488,0.55,5,0,19.8,85.83,58
2024-09-06,Puri,2.6,3.3,5.5,0.0,488,0.55,5,0,19.8,85.83,62
2024-09-07,Puri,2.3,3.04,5.5,0.0,488,0.55,5,0,19.8,85.83,68
2024-09-08,Puri,1.5,2.83,5.5,0.0,488,0.55,5,0,19.8,85.83,66
2024-09-09,Puri,11.9,2.86,5.5,0.0,488,0.55,5,0,19.8,85.83,92
2024-09-10,Puri,1.5,2.65,5.5,0.0,488,0.55,5,0,19.8,85.83,64
2024-09-11,Puri,3.3,2.47,5.5,0.0,488,0.55,5,0,19.8,85.83,59
2024-09-12,Puri,3.2,2.37,5.5,0.0,488,0.55,5,0,19.8,85.83,60
2024-09-13,Puri,0.9,2.21,5.5,0.0,488,0.55,5,0,19.8,85.83,64
2024-09-14,Puri,18.6,2.44,5.5,0.0,488,0.55,5,0,19.8,85.83,101
2024-09-15,Puri,23.0,2.72,5.5,0.0,488,0.55,5,0,19.8,85.83,99
2024-09-16,Puri,8.8,2.66,5.5,0.0,488,0.55,5,0,19.8,85.83,77
2024-09-17,Puri,0.9,2.46,5.5,0.0,488,0.55,5,0,19.8,85.83,71
2024-09-18,Puri,15.2,2.5,5.5,0.0,488,0.55,5,0,19.8,85.83,99
2024-09-19,Puri,3.3,2.38,5.5,0.0,488,0.55,5,0,19.8,85.83,75
2024-09-20,Puri,5.7,2.34,5.5,0.0,488,0.55,5,0,19.8,85.83,65
2024-09-21,Puri,14.4,2.4,5.5,0.0,488,0.55,5,0,19.8,85.83,103
2024-09-22,Puri,6.5,2.32,5.5,0.0,488,0.55,5,0,19.8,85.83,71
2024-09-23,Puri,2.4,2.14,5.5,0.0,488,0.55,5,0,19.8,85.83,73
2024-09-24,Puri,7.9,2.17,5.5,0.0,488,0.55,5,0,19.8,85.83,79
2024-09-25,Puri,8.9,2.13,5.5,0.0,488,0.55,5,0,19.8,85.83,83
2024-09-26,Puri,6.2,2.1,5.5,0.0,488,0.55,5,0,19.8,85.83,77
2024-09-27,Puri,5.9,2.06,5.5,0.0,488,0.55,5,0,19.8,85.83,73
2024-09-28,Puri,3.1,1.95,5.5,0.0,488,0.55,5,0,19.8,85.83,70
2024-09-29,Puri,5.2,1.94,5.5,0.0,488,0.55,5,0,19.8,85.83,65
2024-09-30,Puri,1.9,1.76,5.5,0.0,488,0.55,5,0,19.8,85.83,63
2024-10-01,Puri,25.6,2.13,5.5,0.0,488,0.55,5,0,19.8,85.83,122
2024-10-02,Puri,1.5,2.02,5.5,0.0,488,0.55,5,0,19.8,85.83,64
2024-10-03,Puri,14.3,2.19,5.5,0.0,488,0.55,5,0,19.8,85.83,88
2024-10-04,Puri,10.3,2.3,5.5,0.0,488,0.55,5,0,19.8,85.83,83
2024-10-05,Puri,7.7,2.28,5.5,0.0,488,0.55,5,0,19.8,85.83,68
2024-10-06,Puri,17.7,2.55,5.5,0.0,488,0.55,5,0,19.8,85.83,106
2024-10-07,Puri,5.6,2.44,5.5,0.0,488,0.55,5,0,19.8,85.83,60
2024-10-08,Puri,18.9,2.59,5.5,0.0,488,0.55,5,0,19.8,85.83,100
2024-10-09,Puri,3.8,2.45,5.5,0.0,488,0.55,5,0,19.8,85.83,72
2024-10-10,Puri,37.9,3.04,5.5,0.0,488,0.55,5,0,19.8,85.83,142
2024-10-11,Puri,10.7,2.99,5.5,0.0,488,0.55,5,0,19.8,85.83,80
2024-10-12,Puri,51.8,3.79,5.5,0.0,488,0.55,5,0,19.8,85.83,186
2024-10-13,Puri,4.0,3.63,5.5,0.0,488,0.55,5,0,19.8,85.83,65
2024-10-14,Puri,1.8,3.42,5.5,0.0,488,0.55,5,0,19.8,85.83,72
2024-10-15,Puri,10.3,3.37,5.5,0.0,488,0.55,5,0,19.8,85.83,81
2024-10-16,Puri,17.1,3.46,5.5,0.0,488,0.55,5,0,19.8,85.83,95
2024-10-17,Puri,64.4,4.54,5.5,0.0,488,0.55,5,0,19.8,85.83,210
2024-10-18,Puri,4.3,4.28,5.5,0.0,488,0.55,5,0,19.8,85.83,67
2024-10-19,Puri,0.6,3.97,5.5,0.0,488,0.55,5,0,19.8,85.83,62
2024-10-20,Puri,25.6,4.1,5.5,0.0,488,0.55,5,0,19.8,85.83,120
2024-10-21,Puri,9.2,3.98,5.5,0.0,488,0.55,5,0,19.8,85.83,72
2024-10-22,Puri,13.2,3.89,5.5,0.0,488,0.55,5,0,19.8,85.83,93
2024-10-23,Puri,1.9,3.61,5.5,0.0,488,0.55,5,0,19.8,85.83,55
2024-10-24,Puri,5.3,3.42,5.5,0.0,488,0.55,5,0,19.8,85.83,71
2024-10-25,Puri,1.2,3.17,5.5,0.0,488,0.55,5,0,19.8,85.83,61
2024-10-26,Puri,31.6,3.51,5.5,0.0,488,0.55,5,0,19.8,85.83,114
2024-10-27,Puri,6.0,3.37,5.5,0.0,488,0.55,5,0,19.8,85.83,83
2024-10-28,Puri,7.7,3.29,5.5,0.0,488,0.55,5,0,19.8,85.83,77
2024-10-29,Puri,1.9,3.07,5.5,0.0,488,0.55,5,0,19.8,85.83,61
2024-10-30,Puri,16.1,3.21,5.5,0.0,488,0.55,5,0,19.8,85.83,96
2024-10-31,Puri,6.9,3.07,5.5,0.0,488,0.55,5,0,19.8,85.83,89
2024-11-01,Puri,2.5,2.83,5.5,0.0,488,0.55,5,0,19.8,85.83,60
2024-11-02,Puri,23.3,3.1,5.5,0.0,488,0.55,5,0,19.8,85.83,116
2024-11-03,Puri,1.1,2.85,5.5,0.0,488,0.55,5,0,19.8,85.83,58
2024-11-04,Puri,5.2,2.76,5.5,0.0,488,0.55,5,0,19.8,85.83,74
2024-11-05,Puri,7.5,2.7,5.5,0.0,488,0.55,5,0,19.8,85.83,72
2024-11-06,Puri,5.2,2.56,5.5,0.0,488,0.55,5,0,19.8,85.83,70
2024-11-07,Puri,4.3,2.44,5.5,0.0,488,0.55,5,0,19.8,85.83,70
2024-11-08,Puri,0.4,2.3,5.5,0.0,488,0.55,5,0,19.8,85.83,67
2024-11-09,Puri,1.6,2.11,5.5,0.0,488,0.55,5,0,19.8,85.83,56
